76;14657;18586;NULL;NULL;NULL;MARSEILLE 07;FRANCE;13007;1 PLACE SAINT EUGENE;NULL;NULL
77;12715;18653;NULL;NULL;NULL;GAP CEDEX;FRANCE;5008;Hìtel du DÇpartement;Place Saint-Arnoux;B.P. 159
78;12550;18656;NULL;NULL;NULL;NICE;FRANCE;6200;CAISSE EPARGNE COTE AZUR;GESTION DES FACTURES;455 Promenade des Anglais, L'Arenas
79;12795;18675;NULL;NULL;NULL;BOULOGNE BILLANCOURT;FRANCE;92100;58, avenue Emile Zola;TSA 38001;NULL
80;12496;18694;0475798108;NULL;NULL;VALENCE;FRANCE;26026;Direction des BÉtiments - Pìle MarchÇs;26, av. du PrÇsident Edourd Herriot;NULL
81;464;18791;NULL;NULL;NULL;LES GETS;FRANCE;74260;SAGETS;Maison des Gets;
82;452;18793;NULL;NULL;NULL;MONTGENEVRE;FRANCE;5100;RÇgie des RemontÇes MÇcaniques;RemontÇes mÇcaniques Montgenävre;Place ObÇlisque
83;448;18800;NULL;NULL;NULL;LANS EN VERCORS;FRANCE;38250;MAIRIE;1, place de la Mairie;
84;436;18820;04 73 28 53 15;04 73 15 31 67;NULL;CLERMONT FERRAND;FRANCE;63000;GRANIOU FIBCOM;66 Rue des Courtiaux;ZI La  Pardieu
85;467;18832;0153429985;NULL;NULL;PARIS;FRANCE;75008;SNCF Direct. de TRACTION - DÇpart.SNCF Combustible;13 rue d"Amsterdam;NULL
86;12498;18875;NULL;NULL;NULL;SEREZIN DE LA TOUR;FRANCE;38300;MAIRIE DE SEREZIN DE LA TOUR;50, route de Nivolas;
87;12573;18888;NULL;NULL;NULL;BEAUVAIS CEDEX;FRANCE;60005;D3 SOCIêTê DE LA DêVIATION DE TROISSEREUX;ZA La Vatine - Rue Norman King;CS 30511
88;10167;18969;NULL;NULL;sylvie.malgoures@semaeb.fr (pr id regl);RENNES CEDEX;FRANCE;35708;SEMAEB 35;3, square RenÇ Cassin;CS 60802
89;10020;18970;02.40.47.47.77;NULL;NULL;NANTES CEDEX 1;FRANCE;44002;OCDL;55, chaussÇe de la Madeleine;BP 70213
90;10021;18970;NULL;NULL;NULL;LORIENT;FRANCE;56100;OCDL;8 Rue Auguste Nayel;NULL
91;10022;18970;02.23.42.40.40;NULL;ocdl@ocdl.fr;RENNES CEDEX;FRANCE;35012;OCDL;2, place du GÇnÇral Giraud;CS 21 206
92;9985;18971;02.32.46.44.09;02.32.46.45.97;Eck.sarl@wanadoo.fr;NASSANDRES;FRANCE;27550;ENTREPRISE ECK;Hameau de Feuguerolles;NULL
93;9134;18972;NULL;NULL;NULL;ALBERT;FRANCE;80300;CHAUNY;CHAUNY TEXTILES;13, rue Jeanne d'Harcourt
94;9135;18972;NULL;NULL;NULL;ALBERT;FRANCE;80300;CHAUNY;HOLDING TEXTILES INVESTISSEMENTS;27, rue Jeanne d'Harcourt
95;9136;18972;NULL;NULL;NULL;ALBERT;FRANCE;80300;CREPY TEXTILES;PATRICE BREAL CREPY;27 RUE JEANNE D'HARCOUT
96;9137;18972;NULL;NULL;NULL;ALBERT;FRANCE;80300;ANCRE TEXTILE;PATRICE BREAL ALBERT;27 RUE JEANNE D'HARCOUT
97;9138;18973;NULL;NULL;NULL;SAINT GREGOIRE;FRANCE;35760;SCI DOUARNENEZ LES GREEMENTS D'OR;Chez : NEXITY GEORGE V BRETAGNE;Parc Edonia - BÉt. F
98;9139;18973;02 23 25 35 09;NULL;NULL;ROUBAIX;FRANCE;59100;NEXITY GEORGES V;SNC RENNES SAINT-MALO;5, avenue Louis Pluquet
99;11627;18974;05.45.68.51.97;05.45.68.02.53;NULL;L'ISLE D'ESPAGNAC;FRANCE;16340;ADAPEI CHARENTE;avenue du MarÇchal Juin;ZI n¯3
100;8605;18975;02 99 67 71 81;02 99 30 95 07;a.buin@lamotte.fr;RENNES Cedex;FRANCE;35006;GROUPE LAMOTTE;5, boulevard Magenta;BP 60604
101;8606;18975;NULL;NULL;NULL;RENNES Cedex;FRANCE;35006;SCI PORT GOUSTAN;5, boulevard Magenta;BP 60604
102;12577;18976;NULL;NULL;NULL;RENNES;FRANCE;35200;20, avenue Henri FrÇville;NULL;NULL
103;11629;18977;NULL;NULL;NULL;NANTES;FRANCE;44000;BATI NANTES;SCCV Beauregard;38, rue Octave Feuillet
104;11630;18977;NULL;NULL;NULL;NANTES;FRANCE;44000;BATI NANTES;SCCV Cour ST Christophe;38, rue Octave Feuillet
105;11631;18977;02 40 37 90 00;NULL;02 40 37 99 77;NANTES;FRANCE;44000;BATI NANTES;38, rue Octave Feuillet;NULL
106;11632;18977;NULL;NULL;NULL;NANTES;FRANCE;44000;SCCV Bagatelle;reprÇsentÇe par la SARL BATI NANTES;38, rue Octave Feuillet
107;10449;18978;02 40 44 27 00;NULL;NULL;NANTES CEDEX 4;FRANCE;44105;ETPO;3, place du Sanitat;BP 20510
108;10450;18978;NULL;NULL;NULL;NANTES;FRANCE;44300;ETPO;SCCV Le Paquebot;75, rue Camille Desmoulins
109;10451;18978;NULL;NULL;NULL;DOL DE BRETAGNE;FRANCE;35120;ETPO;3, impasse de l'ArmÇe Patton;BP 43
110;10348;18980;02.99.34.90.86;02.99.34.56.42;Envoi fact original par courrier;MAURE DE BRETAGNE;FRANCE;35530;Zone Artisanal de Mernel;;
111;9658;18982;NULL;NULL;NULL;NANTES CEDEX 1;FRANCE;44021;AXA;8. rue des dervaliäres;BP 6279
112;9822;18986;NULL;NULL;NULL;GRANVILLE;FRANCE;50400;ARCENO;14, rue Saint Gaud;NULL
113;9935;18989;NULL;NULL;NULL;COMBRIT;FRANCE;29120;SARL LES VOYAGEURS DE L'OUEST;7 impasse Robert Micheau Vernez;NULL
114;9951;18991;NULL;NULL;NULL;CHERVES RICHEMONT;FRANCE;16370;SCI BONNARME;La Salle - BP n¯ 02;NULL
115;9961;18993;NULL;NULL;NULL;Montrouge;FRANCE;92120;FABIENNE BULLE ARCHITECTE & ASSOCIES;113, avenue de la RÇpublique;NULL
116;9841;18998;NULL;NULL;aurelien.gicquel@orange.fr;SAINT-NICOLAS-DE-REDON;FRANCE;44460;SARL SRP;8 Route de l'Etang Aumee;BP 12
117;9900;19000;NULL;NULL;NULL;LYON;FRANCE;69002;SCI  ESPACE SANTE ST JEAN DE SOUDAIN;12 Quai Saint Antoine;NULL
118;9907;19001;NULL;NULL;NULL;ST MOLF;FRANCE;44350;CASINO;RD 52;ZAC DU MES
119;9914;19003;NULL;NULL;NULL;PARIS;FRANCE;75010;ICF NOVEDIS;70, rue de l'Aqueduc;NULL
120;9928;19004;NULL;NULL;NULL;SAINT GERMAIN EN LAY;FRANCE;78100;PORTALIS IMMOBILIER;18 Rue Sant Vincent;NULL
121;9932;19006;NULL;NULL;NULL;ST HERBLAIN CEDEX;FRANCE;44823;AXIONE - UC 788;Siäge Social Ö Malakoff (92);CS 90429
122;9946;19007;NULL;NULL;responsable usine;LANDEMONT;FRANCE;49270;NUTREA;LE MOULIN DES LANDES;BP 60101
123;9972;19012;NULL;NULL;NULL;SANNERVILLE;FRANCE;14940;LAFOSSE ET FILS;Le Maizeret;NULL
124;9991;19013;NULL;NULL;NULL;BREST;FRANCE;29200;AFUL K2 LORIENT;Centre Commercial Carrefour;126, boulevard de Plimouth
125;9996;19014;NULL;NULL;NULL;SAINT SORNIN;FRANCE;16220;MR ET MME FAYE STEPHANE;3 Chemin de la Galoche;NULL
126;9999;19015;NULL;NULL;NULL;DINAN;FRANCE;22100;SCCV DINASTY;2 Boulevard de l'Europe;NULL
127;9786;19016;NULL;NULL;NULL;TOURVILLE LA RIVIERE;FRANCE;76410;BEBE9;BEBE 9;ZONE COMMERCIALE CLOS AUX ANTES 63A
128;9898;19018;NULL;NULL;sarlaboud-yvonmauger@orange.fr;SAUZON;FRANCE;56360;SARL ABOUD AMOR & FILS;ZA SEMIS;NULL
129;9938;19024;08 99 87 66 06*;NULL;NULL;PARIS;FRANCE;75013;SCI IBU RIMAINS;MR ET MME KOSCUISKO-MORIZET;10, rue de l'Yvette
130;9939;19025;02.97.40.24.25;02.97.63.48.01;NULL;VANNES;FRANCE;56010;SCI LANESTER SEMBAT;5, allÇe Gabrielle Lippmann;CS 72416
131;9941;19026;NULL;02518636.06;Mme MABILAIS- SERVICE ACHATS;NANTES CEDEX 1;FRANCE;44010;OGEC NANTES ERDRE;14. rue du Ballet;BP 61105
132;9947;19027;NULL;NULL;NULL;IVRY SUR SEINE;FRANCE;94200;ELLENA MEHL ARCHITECTES;9, rue Elisabeth;NULL
133;9957;19028;02 98 25 83 56;NULL;NULL;IRVILLAC;FRANCE;29460;COMMUNE DE IRVILLAC;17 route de Landerneau;NULL
134;9959;19029;NULL;NULL;NULL;QUIMPER;FRANCE;29107;Pìle AmÇnagement et cadre de vie;44 place St Corentin;CS 26004
135;9960;19030;NULL;NULL;NULL;COLOMBELLES;FRANCE;14460;MIROITERIE S.T.A.B.;Z.A.C. LAZZARO;RUE JEAN MONNET
136;9974;19031;NULL;NULL;NULL;COLOMIERS;FRANCE;31770;DECLIC FS;DECLIC FIRE SYSTEM;4 PLACE DE L'ECHUT
137;9984;19032;02 98 22 36 95;NULL;NULL;BREST;FRANCE;29609;Direction des Travaux et de l'Architecture;2 avenue Foch;BÉtiment
138;9995;19033;NULL;NULL;NULL;ANSTAING;FRANCE;59152;LA CAROTECH;2B ROUTE NATIONALE;NULL
139;9997;19034;NULL;NULL;NULL;QUEDILLAC;FRANCE;35290;VIVAL QUEDILLAC - SARL CELD;15 rue de Rennes;NULL
140;9952;19035;02.43.37.30.21;NULL;mairie.argentre53@wanadoo.fr;ARGENTRE;FRANCE;53210;MAIRIE D'ARGENTRE¯;10 PLACE DE L'EGLISE;NULL
141;9979;19036;NULL;NULL;NULL;PARIS LA DEFENSE CEDEX;FRANCE;92058;Service comptabilitÇ fournisseurs;Immeuble WILSON;70 avenue du GÇnÇral de  Gaulle
142;9861;19037;NULL;NULL;NULL;RENNES;FRANCE;35000;EGLISE PROTESTANTE UNIS DE RENNES;22 boulevard de la LibertÇ;NULL
143;9858;19038;NULL;NULL;NULL;ANCENIS CEDEX;FRANCE;44155;TERRENA INNOVATION;SERVICE INGENIERIE & TRAVAUX NEUFS;"LA NOELLE" - BP 20199
144;9859;19038;NULL;NULL;NULL;LAVAL;FRANCE;53000;HOLVIA PORC;162 RUE DU BAS DES BOIS;BP 1007
145;9968;19040;NULL;NULL;NULL;ECOUFLANT;FRANCE;49000;MAIRIE D'ECOUFLANT;Place de la Mairie;BP 2
146;9577;19042;NULL;NULL;NULL;ST AUBIN DU CORMIER;FRANCE;35140;SCI ATALANTE NOBEL;12, La Ville en Pierre;NULL
147;9771;19043;NULL;NULL;NULL;LORIENT;FRANCE;56325;SCI LOCATO;14 rue Colbert;CS 75575
148;9796;19048;NULL;NULL;NULL;NANTES;FRANCE;44000;SARL FAMILLE LOIRAT ASSOCIES;41 - 43 route de Vannes;NULL
149;9797;19049;06.31.40.36.02;NULL;NULL;VITRE;FRANCE;35500;LEGENDRE CAROLINE;8äme avenue;14 rue de la LibertÇ
150;9799;19051;NULL;NULL;NULL;ST AUBIN DU CORMIER;FRANCE;35140;MR MENON ERIC;VIVAL E4104;RUE DES ROSIERS ET 3 RUE DU GENERAL LECLERC
151;9800;19052;NULL;NULL;NULL;BOUCHEMAINE;FRANCE;49080;JB DEVELOPPEMENT;MAGASIN VIVAL;12 route d'Angers
152;9815;19054;01 43 86 30 02;NULL;NULL;VILLENEUVE STAINT GEORGES CEDEX;FRANCE;94194;SAS FRANCE PIERRE;ZI DES GRAVIERS;12. rue des prÇs de l'Hìpital
153;9821;19056;NULL;NULL;NULL;SAINT HERBLAIN;FRANCE;44800;CLIENT TYPE NOXA;3 boulevard du zÇnith;NULL
154;9823;19057;NULL;NULL;NULL;ARS;FRANCE;16130;COGNAC FERRAND;24 Chemin Präs;NULL
155;9828;19058;NULL;NULL;NULL;FOUGERES CEDEX;FRANCE;35301;PINTO;48. rue Jules Verne;BP 90114
156;9838;19063;02 98 95 05 10;NULL;NULL;QUIMPER;FRANCE;29000;LEFEUNTEUN CONSTRUCTION;49. rue Elie FrÇron;NULL
157;9868;19067;NULL;NULL;NULL;SAINT HERBLAIN;FRANCE;44800;SCI REN LORIENT;3 BD DU ZENITH;NULL
158;9950;19072;NULL;NULL;NULL;ST LAURENT/SEVRE;FRANCE;85290;SOCIETE GOUPILLE LANDRIAU;SociÇtÇ GOUPILLE LANDRIAU;ZI de la Gare
159;9963;19074;NULL;NULL;NULL;SAINT MALO;FRANCE;35400;ENTREPRISE LE LOUARN;20 r Petits Champs;NULL
160;9980;19077;NULL;NULL;NULL;PARIS;FRANCE;75008;GESTRIMELEC;21, place d'Artois;NULL
161;9852;19079;NULL;NULL;NULL;COURBILLAC;FRANCE;16200;ASSOCIATION L'ARCHE EN CHARENTE;La Merci - Rue de l'Arche;NULL
162;9863;19082;NULL;NULL;NULL;VILLEBOIS LAVALETTE;FRANCE;16320;DODEMAN DENIS ARCHITECTE;15 Grand'Rue;NULL
163;9897;19085;NULL;NULL;NULL;CESSON SEVIGNE;FRANCE;35510;SCI LA ROCHELLE 35;11 RUE DE LA FREBARDIERE;NULL
164;9901;19086;NULL;NULL;NULL;LE MANS;FRANCE;72000;CARREFOUR PROPERTY GESTION;309, avenue Georges DURAND;NULL
165;9913;19087;NULL;NULL;NULL;RENNES;FRANCE;35000;ARCHITECTE DOMINIQUE NICOT;146 route de Lorient;NULL
166;9943;19093;NULL;NULL;NULL;DINARD;FRANCE;35800;HY-NUTRITION;55, bd Jules VERGER;NULL
167;9965;19097;NULL;NULL;NULL;DINAN;FRANCE;22100;SCCV SYNERGIA;2 Boulevard de l'Europe;NULL
168;9973;19098;NULL;NULL;NULL;VANNES CEDEX;FRANCE;56037;SOCOMORE;ZI du Prat;RP 3707
169;9977;19101;05.45.61.53.53;NULL;NULL;LA COURONNE;FRANCE;16400;CHESAPEAKE;32 Route de l'Hippodrome;NULL
170;9966;19102;NULL;NULL;NULL;CHAMPTOCE SUR LOIRE;FRANCE;49123;CHAMPTOCE DISTRI;2 rue du 8 mai;NULL
171;9802;19104;NULL;NULL;NULL;ROISSY EN FRANCE;FRANCE;95700;EUROLEV;EUROLEV VERTICAL SOLUTION;178 Rue de la Belle Etoile
172;9804;19105;NULL;NULL;NULL;MISSILLAC;FRANCE;44780;GUIHENEUF ET FILS;32. rue de la chapelle;NULL
173;9789;19110;01 47 14 07 47;01 47 14 09 33;NULL;RUEIL MALMAISON;FRANCE;92500;LEA ARCHITECTES;3 bis, chemin de la Jonchäre;NULL
174;9683;19111;NULL;NULL;NULL;SAINT HERBLAIN;FRANCE;44800;SCCV MANOX 1;3, bd du ZÇnith;Immeuble Arbor Jovis
175;9588;19118;NULL;NULL;NULL;SAINT QUENTIN;FRANCE;2100;SFR AUDIOPHONE;ESPACE SFR;14, RUE DES TOILES
176;9589;19118;NULL;NULL;NULL;CHAUNY;FRANCE;2300;SFR AUDIOPHONE;ESPACE SFR AUDIOPHONE;36, rue de la RÇpublique
177;9887;19123;NULL;NULL;NULL;PARIS;FRANCE;75007;PATRIMMO COMMERCE;19 avenue de Suffren;NULL
178;9888;19124;NULL;NULL;NULL;RENNES;FRANCE;35000;SCCV LA LANDE BOURNE;5, boulevard Magenta;NULL
179;9903;19125;NULL;NULL;NULL;CHOLET;FRANCE;49300;ASL DU C.C. CHOLET;route d'Angers;NULL
180;9906;19126;01 46 40 80 00;NULL;SPIE BATIGNOLLES;NEUILLY SUR SEINE CEDEX;FRANCE;92521;SNC BUSSY SAINT GEORGES LE SYCOMORE;2-4, rue Victor Noir;NULL
181;9909;19127;NULL;NULL;NULL;CHAMPS SUR MARNE;FRANCE;77420;CONFRASILVAS;1. rue Paul Bert;NULL
182;9919;19129;NULL;NULL;NULL;EVRY Cedex;FRANCE;91026;SELECTIRENTE;303 Square des Champs ElysÇes;NULL
183;9922;19130;NULL;NULL;NULL;ANGOULEME;FRANCE;16000;LOG EXTRAMUROS;118 Rue de PÇrigueux;NULL
184;9829;19131;04 77 55 51 55;NULL;NULL;ST JUST ST RAMBERT;FRANCE;42173;AMOCLE;4 rue BarthÇlÇmy Thimonnier;BP 40203
185;9777;19132;02 99 64 85 85;NULL;04 90 39 97 23;SAINT GILLES;FRANCE;35590;CLIMAVER;CLIMAVER GLASS SOLUTIONS ST GOBAIN;ZI Bretins
186;9781;19133;03 87 60 12 43;NULL;NULL;LONGEVILLE LES METZ;FRANCE;57050;INTER CONSEIL TRAVECO;A l'attention de Monsieur MULLER Jean Luc;85, rue du GÇnÇral de Gaulle
187;9782;19133;NULL;NULL;NULL;RENNES;FRANCE;35000;INTER CONSEIL TRAVECO;INTERCONSEIL;188 RUE DE BREST
188;9830;19134;NULL;NULL;NULL;THORIGNE FOUILLARD;FRANCE;35235;SCCV VDC3;1 avenue de TIZE;NULL
189;9831;19135;NULL;NULL;NULL;THORIGNE FOUILLARD;FRANCE;35235;SCCV CAP EMERAUDE PROMOTION;1 avenue de tize;NULL
